# time,JS220-005622.i,JS220-005622.v
1.012581381946802139e-01,2.225875481963157654e-02,5.110246658325195312e+00
1.014081379398703575e-01,2.278902009129524231e-02,5.109973907470703125e+00
1.015571383759379387e-01,2.229945547878742218e-02,5.110293865203857422e+00
1.017061388120055199e-01,2.207287959754467010e-02,5.110352039337158203e+00
1.018551392480731010e-01,2.010918594896793365e-02,5.111464500427246094e+00
1.020041387528181076e-01,1.681106351315975189e-02,5.112599849700927734e+00
1.021531391888856888e-01,2.319647371768951416e-02,5.109878063201904297e+00
1.023021396249532700e-01,2.560897171497344971e-02,5.109189987182617188e+00
1.024511400610208511e-01,2.010571770370006561e-02,5.111376285552978516e+00
1.026011398062109947e-01,1.972524076700210571e-02,5.111465454101562500e+00
1.027501402422785759e-01,1.997353136539459229e-02,5.111194133758544922e+00
1.028991406783461571e-01,2.127985283732414246e-02,5.110852241516113281e+00
1.030481401830911636e-01,2.663226053118705750e-02,5.108365535736083984e+00
1.031971406191587448e-01,2.783413045108318329e-02,5.108054161071777344e+00
1.033461410552263260e-01,1.861668564379215240e-02,5.112001419067382812e+00
1.034951414912939072e-01,1.799375005066394806e-02,5.112280368804931641e+00
1.036441409960389137e-01,1.804275624454021454e-02,5.112082958221435547e+00
1.037941416725516319e-01,1.789436861872673035e-02,5.112281799316406250e+00
1.039431421086192131e-01,1.789304986596107483e-02,5.112095832824707031e+00
1.040921416133642197e-01,1.815492659807205200e-02,5.111947536468505859e+00
1.042411420494318008e-01,2.137140370905399323e-02,5.110409736633300781e+00
1.043901424854993820e-01,2.462269365787506104e-02,5.109515666961669922e+00
1.045391429215669632e-01,2.518530003726482391e-02,5.109189510345458984e+00
1.046881424263119698e-01,2.875603921711444855e-02,5.107716083526611328e+00
1.048381431028246880e-01,3.622257336974143982e-02,5.104325771331787109e+00
1.049871435388922691e-01,3.740834817290306091e-02,5.103979587554931641e+00
1.051361430436372757e-01,3.403290361166000366e-02,5.105502128601074219e+00
1.052851434797048569e-01,3.507829457521438599e-02,5.105001449584960938e+00
1.054341439157724380e-01,2.499366179108619690e-02,5.109378814697265625e+00
1.055831443518400192e-01,2.657707594335079193e-02,5.108533382415771484e+00
1.057321438565850258e-01,2.830815874040126801e-02,5.108144283294677734e+00
1.058811442926526070e-01,2.258447371423244476e-02,5.110449314117431641e+00
1.060311449691653252e-01,1.923288777470588684e-02,5.111654281616210938e+00
1.061801444739103317e-01,2.552917972207069397e-02,5.108858585357666016e+00
1.063291449099779129e-01,3.441371768712997437e-02,5.105010032653808594e+00
1.064781453460454941e-01,3.832290321588516235e-02,5.103372097015380859e+00
1.066271457821130753e-01,2.803859859704971313e-02,5.108131885528564453e+00
1.067761452868580818e-01,2.464929781854152679e-02,5.109302997589111328e+00
1.069251457229256630e-01,4.564124345779418945e-02,5.100560665130615234e+00
1.070741461589932442e-01,5.157071352005004883e-02,5.097881317138671875e+00
1.072241459041833878e-01,4.665577039122581482e-02,5.099947452545166016e+00
1.073731463402509689e-01,4.575888812541961670e-02,5.100298404693603516e+00
1.075221467763185501e-01,4.021891579031944275e-02,5.102616786956787109e+00
