# time,JS220-005622.i,JS220-005622.v
2.103103511035442352e-02,2.014664262533187866e-01,5.034540176391601562e+00
2.106903493404388428e-02,2.048613727092742920e-01,5.032555103302001953e+00
2.110703568905591965e-02,2.049061357975006104e-01,5.033290386199951172e+00
2.114503551274538040e-02,2.046791017055511475e-01,5.032886505126953125e+00
2.118303533643484116e-02,2.054333388805389404e-01,5.033323764801025391e+00
2.122103516012430191e-02,2.046900540590286255e-01,5.033262252807617188e+00
2.125903591513633728e-02,2.038402706384658813e-01,5.033543586730957031e+00
2.129703573882579803e-02,2.036577165126800537e-01,5.034155845642089844e+00
2.133503556251525879e-02,2.027229964733123779e-01,5.033994197845458984e+00
2.137303538620471954e-02,2.032431960105895996e-01,5.033874988555908203e+00
2.141103614121675491e-02,2.040260136127471924e-01,5.033839225769042969e+00
2.144903596490621567e-02,2.033506631851196289e-01,5.032970905303955078e+00
2.148703578859567642e-02,2.043914347887039185e-01,5.033298015594482422e+00
2.152603585273027420e-02,2.033967673778533936e-01,5.034683704376220703e+00
2.156403660774230957e-02,2.038655579090118408e-01,5.033856868743896484e+00
2.160203643143177032e-02,2.031858563423156738e-01,5.033614158630371094e+00
2.164003625512123108e-02,2.009993940591812134e-01,5.034535408020019531e+00
2.167803607881069183e-02,2.000420093536376953e-01,5.035112380981445312e+00
2.171603683382272720e-02,2.035500407218933105e-01,5.033567905426025391e+00
2.175403665751218796e-02,2.032277137041091919e-01,5.033614158630371094e+00
2.179203648120164871e-02,2.024864256381988525e-01,5.033923149108886719e+00
2.183003630489110947e-02,2.024862915277481079e-01,5.033983230590820312e+00
2.186803705990314484e-02,2.029698044061660767e-01,5.033946037292480469e+00
2.190603688359260559e-02,2.029321789741516113e-01,5.034020900726318359e+00
2.194403670728206635e-02,2.020127624273300171e-01,5.034271240234375000e+00
2.198203653097152710e-02,2.026247829198837280e-01,5.033890247344970703e+00
2.202003728598356247e-02,2.031401842832565308e-01,5.033976078033447266e+00
2.205803710967302322e-02,2.021939605474472046e-01,5.033981800079345703e+00
2.209603693336248398e-02,2.023030817508697510e-01,5.034003257751464844e+00
2.213403675705194473e-02,2.028402090072631836e-01,5.034019947052001953e+00
2.217203751206398010e-02,2.021152675151824951e-01,5.034315586090087891e+00
2.221003733575344086e-02,2.019314318895339966e-01,5.034179210662841797e+00
2.224803715944290161e-02,1.969634592533111572e-01,5.037343978881835938e+00
2.228603698313236237e-02,2.003562152385711670e-01,5.035202026367187500e+00
2.232403773814439774e-02,2.018545418977737427e-01,5.034337043762207031e+00
2.236203756183385849e-02,2.026256173849105835e-01,5.034681320190429688e+00
2.240003738552331924e-02,2.028078287839889526e-01,5.034260272979736328e+00
2.243803720921278000e-02,2.024319767951965332e-01,5.033972263336181641e+00
2.247603796422481537e-02,2.022165209054946899e-01,5.033902168273925781e+00
2.251403778791427612e-02,2.014241367578506470e-01,5.034300327301025391e+00
2.255203761160373688e-02,2.031199187040328979e-01,5.033885478973388672e+00
2.259003836661577225e-02,2.021781355142593384e-01,5.034739494323730469e+00
2.262803819030523300e-02,2.015698999166488647e-01,5.033991336822509766e+00
2.266603801399469376e-02,2.021566778421401978e-01,5.033663749694824219e+00
2.270503807812929153e-02,2.025177329778671265e-01,5.034675598144531250e+00
2.274303790181875229e-02,2.022142708301544189e-01,5.034718513488769531e+00
2.278103865683078766e-02,2.019997388124465942e-01,5.034548282623291016e+00
2.281903848052024841e-02,2.010048180818557739e-01,5.035049438476562500e+00
2.285703830420970917e-02,2.021672576665878296e-01,5.034433364868164062e+00
2.289503812789916992e-02,1.992234289646148682e-01,5.036014556884765625e+00
2.293303888291120529e-02,1.988486349582672119e-01,5.036030292510986328e+00
2.297103870660066605e-02,2.008786201477050781e-01,5.034298896789550781e+00
2.300903853029012680e-02,2.012235224246978760e-01,5.034728050231933594e+00
2.304703835397958755e-02,2.025533616542816162e-01,5.034098148345947266e+00
2.308503910899162292e-02,2.012668848037719727e-01,5.034893512725830078e+00
2.312303893268108368e-02,2.003925591707229614e-01,5.035140037536621094e+00
2.316103875637054443e-02,2.018095552921295166e-01,5.034585475921630859e+00
2.319903858006000519e-02,2.015488296747207642e-01,5.034565925598144531e+00
2.323703933507204056e-02,2.020554095506668091e-01,5.034252643585205078e+00
2.327503915876150131e-02,2.020005136728286743e-01,5.034075260162353516e+00
2.331303898245096207e-02,2.014257162809371948e-01,5.034091472625732422e+00
2.335103880614042282e-02,2.030605822801589966e-01,5.034634113311767578e+00
2.338903956115245819e-02,2.006518393754959106e-01,5.034652233123779297e+00
2.342703938484191895e-02,2.024684995412826538e-01,5.034088611602783203e+00
2.346503920853137970e-02,2.032222598791122437e-01,5.033900737762451172e+00
2.350303903222084045e-02,2.016846984624862671e-01,5.034216403961181641e+00
2.354103978723287582e-02,2.017844617366790771e-01,5.035402774810791016e+00
2.357903961092233658e-02,2.016489207744598389e-01,5.034621238708496094e+00
2.361703943461179733e-02,1.997989118099212646e-01,5.035572052001953125e+00
2.365503925830125809e-02,2.004293948411941528e-01,5.034946441650390625e+00
2.369304001331329346e-02,2.006008476018905640e-01,5.035414218902587891e+00
2.373103983700275421e-02,1.999598443508148193e-01,5.035682201385498047e+00
2.376903966069221497e-02,2.010825127363204956e-01,5.034236431121826172e+00
2.380704041570425034e-02,2.011725753545761108e-01,5.034656524658203125e+00
2.384504023939371109e-02,2.002804279327392578e-01,5.034268856048583984e+00
2.388304006308317184e-02,2.013932466506958008e-01,5.034516334533691406e+00
2.392204012721776962e-02,2.006679773330688477e-01,5.034682273864746094e+00
2.396003995090723038e-02,2.021477222442626953e-01,5.034637451171875000e+00
